,payment_type,payment_installments,customer_city,price,product_category_name
2644,credit_card,3,sao paulo,61.9,informatica_acessorios
2645,credit_card,1,sao paulo,159.99,brinquedos
2646,voucher,1,sao paulo,29.68,brinquedos
2648,credit_card,5,rio de janeiro,129.0,audio
2649,boleto,1,sao paulo,81.99,informatica_acessorios
2650,voucher,1,sao paulo,69.9,moveis_decoracao
2651,debit_card,1,sao paulo,29.9,utilidades_domesticas
2652,credit_card,2,porto alegre,109.99,esporte_lazer
2653,credit_card,4,sao paulo,91.55,beleza_saude
2654,credit_card,10,campinas,218.0,esporte_lazer
2655,boleto,1,sao paulo,141.4,construcao_ferramentas_construcao
2656,credit_card,6,sao paulo,55.0,relogios_presentes
2657,credit_card,1,sao paulo,79.49,esporte_lazer
2658,credit_card,4,sao paulo,279.9,desconocida
2659,credit_card,1,campinas,155.0,brinquedos
2660,credit_card,5,salvador,99.9,cama_mesa_banho
2661,credit_card,1,curitiba,89.9,automotivo
2662,credit_card,10,sao paulo,138.0,utilidades_domesticas
2663,credit_card,1,belo horizonte,275.0,informatica_acessorios
2664,credit_card,3,sao paulo,29.0,relogios_presentes
2665,credit_card,4,rio de janeiro,199.0,relogios_presentes
2666,voucher,1,sao paulo,29.9,fashion_bolsas_e_acessorios
2669,credit_card,2,rio de janeiro,29.49,esporte_lazer
2670,credit_card,2,salvador,27.99,telefonia
2671,voucher,1,sao paulo,24.5,consoles_games
2673,credit_card,2,curitiba,257.6,artigos_de_festas
2674,credit_card,6,sao paulo,60.0,esporte_lazer
2675,credit_card,1,rio de janeiro,34.9,consoles_games
2676,boleto,1,sao paulo,149.9,informatica_acessorios
2677,credit_card,1,sao paulo,64.9,informatica_acessorios
2678,credit_card,1,sao paulo,64.0,pet_shop
2679,boleto,1,porto alegre,13.65,eletronicos
2680,credit_card,1,sao paulo,49.0,fashion_bolsas_e_acessorios
2681,credit_card,10,rio de janeiro,108.0,eletrodomesticos
2682,credit_card,1,sao paulo,105.9,esporte_lazer
2683,credit_card,2,brasilia,107.99,pet_shop
2684,credit_card,2,sao paulo,40.0,cool_stuff
2685,credit_card,1,salvador,24.9,audio
2686,credit_card,1,brasilia,99.99,automotivo
2687,credit_card,1,sao paulo,69.99,brinquedos
2688,boleto,1,sao paulo,99.0,telefonia
2689,credit_card,3,rio de janeiro,54.99,beleza_saude
2690,credit_card,2,sao paulo,85.0,informatica_acessorios
2691,credit_card,10,belo horizonte,159.9,cama_mesa_banho
2692,credit_card,1,rio de janeiro,95.0,moveis_escritorio
2693,credit_card,1,porto alegre,36.49,esporte_lazer
2694,credit_card,8,sao paulo,401.7,bebes
2696,boleto,1,salvador,238.81,informatica_acessorios
2697,credit_card,3,sao paulo,139.0,esporte_lazer
2698,credit_card,1,sao paulo,35.9,esporte_lazer
2699,credit_card,1,sao paulo,59.99,informatica_acessorios
2700,credit_card,1,sao paulo,79.9,brinquedos
2701,credit_card,1,sao paulo,70.0,cama_mesa_banho
2702,credit_card,1,sao paulo,259.0,papelaria
2703,credit_card,10,porto alegre,135.0,cama_mesa_banho
2704,credit_card,1,rio de janeiro,74.9,informatica_acessorios
2705,credit_card,1,guarulhos,34.0,automotivo
2706,credit_card,1,sao paulo,83.23,desconocida
2707,boleto,1,rio de janeiro,22.9,pet_shop
2708,credit_card,1,campinas,119.9,moveis_decoracao
2709,credit_card,1,belo horizonte,45.33,esporte_lazer
2710,credit_card,3,sao paulo,209.99,esporte_lazer
2711,credit_card,3,sao paulo,169.9,perfumaria
2712,credit_card,3,rio de janeiro,399.0,automotivo
2713,credit_card,1,sao paulo,84.99,beleza_saude
2714,credit_card,1,curitiba,42.49,beleza_saude
2715,credit_card,1,sao paulo,46.99,esporte_lazer
2717,credit_card,3,campinas,29.9,utilidades_domesticas
2718,credit_card,1,sao paulo,41.99,utilidades_domesticas
2721,credit_card,8,sao paulo,69.99,pet_shop
2722,credit_card,2,sao paulo,13.9,cama_mesa_banho
2723,credit_card,8,salvador,330.99,utilidades_domesticas
2724,credit_card,3,sao paulo,149.99,cool_stuff
2725,credit_card,2,sao paulo,143.8,automotivo
2726,credit_card,1,sao paulo,15.0,utilidades_domesticas
2727,credit_card,3,rio de janeiro,69.0,cama_mesa_banho
2728,boleto,1,porto alegre,129.99,eletrodomesticos
2729,credit_card,3,sao paulo,80.0,brinquedos
2730,credit_card,2,belo horizonte,149.65,beleza_saude
2731,credit_card,2,salvador,139.0,bebidas
2732,credit_card,1,porto alegre,29.0,desconocida
2734,credit_card,8,porto alegre,349.9,beleza_saude
2735,boleto,1,porto alegre,69.9,moveis_decoracao
2736,credit_card,2,rio de janeiro,19.9,cama_mesa_banho
2737,debit_card,1,curitiba,25.0,brinquedos
2738,credit_card,4,rio de janeiro,133.99,cama_mesa_banho
2739,credit_card,2,curitiba,52.0,bebes
2740,boleto,1,rio de janeiro,49.9,informatica_acessorios
2741,credit_card,1,rio de janeiro,14.77,telefonia
2742,credit_card,1,brasilia,15.99,telefonia
2743,credit_card,1,sao paulo,129.99,cool_stuff
2746,boleto,1,belo horizonte,29.5,esporte_lazer
2747,credit_card,1,salvador,69.9,moveis_decoracao
2748,credit_card,8,rio de janeiro,299.9,relogios_presentes
2749,credit_card,5,sao paulo,38.9,informatica_acessorios
2750,credit_card,1,brasilia,149.0,automotivo
2751,boleto,1,rio de janeiro,158.0,pet_shop
2752,credit_card,1,sao paulo,145.0,esporte_lazer
2754,credit_card,1,rio de janeiro,69.9,brinquedos
2755,credit_card,1,rio de janeiro,79.5,pet_shop
2756,credit_card,1,sao paulo,139.0,papelaria
2757,credit_card,1,salvador,27.99,telefonia
2758,credit_card,1,belo horizonte,758.73,casa_construcao
2759,credit_card,1,belo horizonte,154.98,relogios_presentes
2760,credit_card,1,sao paulo,89.49,esporte_lazer
2761,boleto,1,belo horizonte,99.99,brinquedos
2762,credit_card,5,sao paulo,49.99,informatica_acessorios
2763,credit_card,3,sao paulo,128.7,esporte_lazer
2764,credit_card,8,sao paulo,150.0,casa_construcao
2765,credit_card,6,rio de janeiro,69.49,beleza_saude
2767,credit_card,2,sao paulo,118.13,utilidades_domesticas
2768,credit_card,1,sao paulo,45.99,brinquedos
2769,credit_card,1,campinas,39.0,informatica_acessorios
2770,credit_card,3,rio de janeiro,152.19,livros_interesse_geral
2771,boleto,1,sao paulo,79.9,industria_comercio_e_negocios
2772,credit_card,8,rio de janeiro,66.3,moveis_decoracao
2773,credit_card,1,rio de janeiro,139.9,eletronicos
2774,credit_card,1,rio de janeiro,65.9,informatica_acessorios
2775,credit_card,1,guarulhos,45.0,esporte_lazer
2776,credit_card,5,curitiba,39.99,telefonia
2777,credit_card,1,belo horizonte,76.9,construcao_ferramentas_seguranca
2778,credit_card,2,sao paulo,65.0,relogios_presentes
2779,debit_card,1,sao paulo,21.9,esporte_lazer
2780,credit_card,1,sao paulo,23.7,eletronicos
2781,boleto,1,campinas,107.9,esporte_lazer
2782,credit_card,1,curitiba,65.0,esporte_lazer
2783,voucher,1,sao paulo,17.9,cama_mesa_banho
2789,boleto,1,brasilia,69.9,esporte_lazer
2790,credit_card,4,rio de janeiro,34.99,cama_mesa_banho
2791,credit_card,1,belo horizonte,179.9,perfumaria
2792,credit_card,4,guarulhos,99.0,beleza_saude
2793,credit_card,5,brasilia,113.0,relogios_presentes
2794,credit_card,6,rio de janeiro,139.99,brinquedos
2795,credit_card,10,sao paulo,449.9,moveis_cozinha_area_de_servico_jantar_e_jardim
2797,credit_card,1,belo horizonte,49.9,esporte_lazer
2801,credit_card,1,sao paulo,56.99,perfumaria
2802,credit_card,1,sao paulo,35.0,ferramentas_jardim
2803,credit_card,3,sao paulo,79.0,malas_acessorios
2804,credit_card,1,rio de janeiro,144.99,beleza_saude
2805,credit_card,1,guarulhos,99.0,brinquedos
2806,credit_card,1,sao paulo,74.99,esporte_lazer
2807,credit_card,3,rio de janeiro,139.0,ferramentas_jardim
2808,credit_card,3,rio de janeiro,129.9,consoles_games
2809,credit_card,10,porto alegre,139.22,moveis_decoracao
2810,credit_card,1,campinas,29.99,fashion_bolsas_e_acessorios
2811,credit_card,2,curitiba,290.0,automotivo
2812,voucher,1,sao paulo,75.0,esporte_lazer
2818,credit_card,2,sao paulo,43.9,cama_mesa_banho
2819,credit_card,2,rio de janeiro,59.9,beleza_saude
2820,credit_card,2,sao paulo,49.0,relogios_presentes
2821,boleto,1,brasilia,21.99,telefonia
2822,boleto,1,porto alegre,109.0,papelaria
2823,credit_card,1,rio de janeiro,55.0,esporte_lazer
2824,boleto,1,belo horizonte,189.0,informatica_acessorios
2825,credit_card,2,salvador,33.99,utilidades_domesticas
2826,credit_card,1,sao paulo,13.99,perfumaria
2827,credit_card,3,salvador,59.9,ferramentas_jardim
2828,credit_card,2,rio de janeiro,56.99,perfumaria
2829,credit_card,2,rio de janeiro,33.5,esporte_lazer
2833,credit_card,1,sao paulo,34.9,papelaria
2835,debit_card,1,campinas,45.9,cama_mesa_banho
2836,voucher,1,rio de janeiro,89.9,cama_mesa_banho
2838,credit_card,4,brasilia,29.98,telefonia
2839,credit_card,4,rio de janeiro,49.4,cool_stuff
2840,credit_card,3,sao paulo,54.9,moveis_sala
2841,credit_card,3,sao paulo,69.99,brinquedos
2842,boleto,1,rio de janeiro,89.9,cama_mesa_banho
2843,debit_card,1,sao paulo,159.9,moveis_quarto
2844,credit_card,1,sao paulo,26.99,telefonia
2845,boleto,1,sao paulo,139.0,relogios_presentes
2846,credit_card,6,rio de janeiro,53.0,cama_mesa_banho
2848,credit_card,5,porto alegre,84.99,beleza_saude
2849,credit_card,10,sao paulo,522.5,eletrodomesticos_2
2850,credit_card,1,sao paulo,25.0,automotivo
2851,credit_card,1,campinas,95.9,market_place
2852,credit_card,10,campinas,229.99,brinquedos
2853,credit_card,1,sao paulo,59.9,bebes
2854,credit_card,1,sao paulo,239.99,cool_stuff
2856,credit_card,4,sao paulo,66.99,beleza_saude
2857,credit_card,1,brasilia,45.6,informatica_acessorios
2858,credit_card,1,sao paulo,31.9,informatica_acessorios
2859,credit_card,4,rio de janeiro,97.47,moveis_decoracao
2860,credit_card,6,guarulhos,131.0,papelaria
2861,credit_card,1,sao paulo,20.0,cool_stuff
2862,debit_card,1,belo horizonte,59.9,automotivo
2863,debit_card,1,sao paulo,7.8,moveis_decoracao
2866,credit_card,1,sao paulo,24.0,esporte_lazer
2867,credit_card,1,sao paulo,44.9,utilidades_domesticas
2868,credit_card,2,belo horizonte,20.9,informatica_acessorios
2869,credit_card,1,sao paulo,16.99,eletronicos
2870,credit_card,4,rio de janeiro,179.9,relogios_presentes
2871,credit_card,1,sao paulo,45.0,cama_mesa_banho
2872,credit_card,5,sao paulo,59.9,moveis_decoracao
2873,credit_card,5,sao paulo,120.0,utilidades_domesticas
2874,credit_card,5,campinas,49.99,perfumaria
2875,voucher,1,sao paulo,45.2,moveis_decoracao
2887,boleto,1,brasilia,156.99,cool_stuff
2888,credit_card,1,rio de janeiro,53.99,perfumaria
2889,credit_card,3,brasilia,129.9,moveis_sala
2890,voucher,1,sao paulo,44.99,moveis_decoracao
2896,boleto,1,sao paulo,49.99,utilidades_domesticas
2897,credit_card,5,sao paulo,59.9,utilidades_domesticas
2898,debit_card,1,rio de janeiro,159.0,cama_mesa_banho
2899,debit_card,1,sao paulo,69.9,utilidades_domesticas
2900,credit_card,2,sao paulo,63.0,livros_importados
2901,credit_card,2,campinas,310.0,moveis_decoracao
2902,credit_card,1,brasilia,119.9,alimentos_bebidas
2903,credit_card,4,rio de janeiro,99.0,esporte_lazer
2904,credit_card,3,brasilia,16.9,telefonia
2905,boleto,1,brasilia,195.9,relogios_presentes
2906,credit_card,3,sao paulo,27.9,telefonia_fixa
2907,credit_card,5,sao paulo,265.0,cool_stuff
2908,boleto,1,sao paulo,40.5,cool_stuff
2909,credit_card,2,salvador,49.99,malas_acessorios
2910,credit_card,1,sao paulo,30.0,eletronicos
2911,credit_card,6,rio de janeiro,418.9,automotivo
2913,credit_card,10,belo horizonte,84.44,cama_mesa_banho
2914,credit_card,2,brasilia,132.0,informatica_acessorios
2915,credit_card,3,sao paulo,39.28,construcao_ferramentas_construcao
2916,credit_card,1,sao paulo,59.9,fashion_bolsas_e_acessorios
2918,credit_card,8,belo horizonte,399.0,utilidades_domesticas
2919,voucher,1,sao paulo,79.9,moveis_decoracao
2925,credit_card,10,porto alegre,105.0,informatica_acessorios
2926,credit_card,7,sao paulo,220.0,cama_mesa_banho
2927,boleto,1,rio de janeiro,120.0,esporte_lazer
2928,credit_card,1,rio de janeiro,149.9,esporte_lazer
2929,boleto,1,porto alegre,30.0,flores
2930,boleto,1,campinas,35.0,bebes
2931,credit_card,2,sao paulo,19.9,utilidades_domesticas
2932,credit_card,5,sao paulo,159.99,fashion_bolsas_e_acessorios
2933,credit_card,4,rio de janeiro,364.0,beleza_saude
2934,credit_card,3,sao paulo,79.9,cama_mesa_banho
2935,credit_card,2,curitiba,55.16,utilidades_domesticas
2936,credit_card,1,curitiba,29.99,fashion_bolsas_e_acessorios
2937,boleto,1,sao paulo,119.99,ferramentas_jardim
2938,credit_card,2,sao paulo,94.99,brinquedos
2939,boleto,1,belo horizonte,49.9,esporte_lazer
2940,credit_card,2,guarulhos,29.8,utilidades_domesticas
2941,credit_card,1,sao paulo,139.19,automotivo
2942,credit_card,1,sao paulo,89.0,audio
2943,credit_card,6,sao paulo,169.99,fashion_bolsas_e_acessorios
2944,credit_card,1,sao paulo,19.9,informatica_acessorios
2945,credit_card,4,sao paulo,58.0,construcao_ferramentas_iluminacao
2946,credit_card,8,sao paulo,186.0,utilidades_domesticas
2947,credit_card,1,sao paulo,21.99,telefonia
2948,boleto,1,belo horizonte,119.98,bebes
2949,credit_card,2,sao paulo,35.99,utilidades_domesticas
2950,credit_card,3,sao paulo,50.9,moveis_decoracao
2951,credit_card,1,curitiba,59.9,esporte_lazer
2952,credit_card,1,sao paulo,19.9,cool_stuff
2954,credit_card,1,belo horizonte,39.97,utilidades_domesticas
2955,credit_card,1,sao paulo,59.9,construcao_ferramentas_jardim
2956,credit_card,1,belo horizonte,67.8,beleza_saude
2957,credit_card,1,sao paulo,12.99,moveis_decoracao
2958,boleto,1,sao paulo,14.5,malas_acessorios
2959,credit_card,1,curitiba,129.9,eletronicos
2960,boleto,1,rio de janeiro,149.94,moveis_escritorio
2962,credit_card,1,sao paulo,69.9,pet_shop
2963,credit_card,8,rio de janeiro,85.0,utilidades_domesticas
2964,credit_card,5,sao paulo,119.99,cool_stuff
2965,credit_card,3,porto alegre,149.0,cama_mesa_banho
2966,credit_card,5,porto alegre,89.9,casa_conforto
2967,boleto,1,rio de janeiro,130.0,climatizacao
2968,credit_card,4,sao paulo,199.88,moveis_decoracao
2969,credit_card,1,sao paulo,94.3,beleza_saude
2970,credit_card,2,sao paulo,110.32,beleza_saude
2972,credit_card,1,guarulhos,122.99,desconocida
2973,credit_card,1,sao paulo,54.9,esporte_lazer
2974,credit_card,1,campinas,49.0,fashion_bolsas_e_acessorios
2975,boleto,1,sao paulo,29.0,papelaria
2976,credit_card,2,sao paulo,49.89,beleza_saude
2977,credit_card,5,sao paulo,44.99,telefonia
2978,credit_card,6,rio de janeiro,129.99,relogios_presentes
2979,boleto,1,belo horizonte,834.56,cama_mesa_banho
2980,boleto,1,sao paulo,69.99,artes
2981,credit_card,10,sao paulo,99.9,pet_shop
2982,boleto,1,sao paulo,26.99,telefonia
2983,credit_card,10,sao paulo,219.99,beleza_saude
2984,credit_card,4,sao paulo,87.99,beleza_saude
2985,credit_card,2,rio de janeiro,110.0,automotivo
2986,credit_card,1,sao paulo,329.9,informatica_acessorios
2987,credit_card,4,rio de janeiro,92.5,construcao_ferramentas_construcao
2988,boleto,1,sao paulo,69.9,esporte_lazer
2989,boleto,1,sao paulo,199.9,informatica_acessorios
2990,boleto,1,sao paulo,110.0,ferramentas_jardim
2991,credit_card,8,brasilia,220.0,utilidades_domesticas
2992,credit_card,10,rio de janeiro,1769.0,esporte_lazer
2993,credit_card,3,porto alegre,86.9,cama_mesa_banho
2994,credit_card,2,sao paulo,154.0,perfumaria
2995,boleto,1,guarulhos,86.9,cama_mesa_banho
2996,credit_card,1,sao paulo,140.0,cama_mesa_banho
2997,credit_card,7,sao paulo,57.99,cama_mesa_banho
2998,credit_card,1,rio de janeiro,69.99,brinquedos
2999,boleto,1,sao paulo,54.99,moveis_sala
3000,credit_card,4,guarulhos,59.9,instrumentos_musicais
3002,credit_card,1,sao paulo,56.0,relogios_presentes
3003,credit_card,9,sao paulo,79.99,cama_mesa_banho
3004,voucher,1,porto alegre,21.99,cama_mesa_banho
3006,debit_card,1,rio de janeiro,139.0,relogios_presentes
3007,credit_card,4,salvador,68.9,moveis_decoracao
3008,credit_card,1,sao paulo,69.9,fashion_bolsas_e_acessorios
3010,credit_card,1,sao paulo,36.49,bebidas
3011,credit_card,1,campinas,119.9,cool_stuff
3013,credit_card,6,brasilia,125.02,beleza_saude
3014,credit_card,9,rio de janeiro,155.9,climatizacao
3015,credit_card,1,belo horizonte,49.1,eletroportateis
3016,credit_card,1,campinas,59.7,utilidades_domesticas
3017,boleto,1,sao paulo,34.9,fashion_bolsas_e_acessorios
3018,credit_card,10,sao paulo,1999.99,automotivo
3019,credit_card,3,sao paulo,76.45,bebes
3020,voucher,1,sao paulo,15.3,utilidades_domesticas
3021,credit_card,8,rio de janeiro,70.0,moveis_decoracao
3022,credit_card,2,brasilia,112.33,automotivo
3023,credit_card,1,porto alegre,39.95,informatica_acessorios
3024,boleto,1,guarulhos,149.9,esporte_lazer
3025,boleto,1,sao paulo,152.0,beleza_saude
3026,credit_card,2,rio de janeiro,35.9,beleza_saude
3027,credit_card,3,belo horizonte,22.0,esporte_lazer
3028,credit_card,4,porto alegre,25.9,desconocida
3029,credit_card,1,rio de janeiro,78.76,utilidades_domesticas
3030,credit_card,3,sao paulo,84.99,beleza_saude
3031,credit_card,6,curitiba,119.0,utilidades_domesticas
3032,credit_card,1,curitiba,27.9,informatica_acessorios
3033,credit_card,6,rio de janeiro,46.9,informatica_acessorios
3034,credit_card,1,rio de janeiro,32.9,beleza_saude
3035,credit_card,7,sao paulo,362.45,automotivo
3036,boleto,1,sao paulo,149.99,beleza_saude
3037,credit_card,1,curitiba,26.0,eletrodomesticos
3038,credit_card,1,campinas,4.99,perfumaria
3039,credit_card,7,sao paulo,65.0,esporte_lazer
3040,credit_card,1,rio de janeiro,36.75,eletrodomesticos
3041,credit_card,5,salvador,179.9,cama_mesa_banho
3042,credit_card,4,sao paulo,34.9,brinquedos
3043,boleto,1,sao paulo,123.0,construcao_ferramentas_construcao
3044,credit_card,1,sao paulo,42.99,brinquedos
3045,credit_card,1,rio de janeiro,49.0,ferramentas_jardim
3046,credit_card,1,salvador,6.19,artigos_de_natal
3047,credit_card,5,porto alegre,86.9,cama_mesa_banho
3048,voucher,1,brasilia,395.0,beleza_saude
3050,credit_card,7,sao paulo,265.99,moveis_cozinha_area_de_servico_jantar_e_jardim
3051,credit_card,10,sao paulo,99.0,moveis_decoracao
3052,credit_card,1,curitiba,72.0,informatica_acessorios
3053,credit_card,10,guarulhos,388.0,bebes
3054,credit_card,2,sao paulo,124.9,cama_mesa_banho
3055,boleto,1,sao paulo,119.0,moveis_decoracao
3056,credit_card,1,sao paulo,18.5,moveis_decoracao
3057,credit_card,1,rio de janeiro,173.0,cama_mesa_banho
3061,credit_card,4,rio de janeiro,159.0,beleza_saude
3062,credit_card,15,rio de janeiro,169.0,moveis_decoracao
3064,credit_card,1,campinas,44.9,cama_mesa_banho
3065,boleto,1,rio de janeiro,78.98,moveis_escritorio
3066,credit_card,2,brasilia,22.33,esporte_lazer
3067,credit_card,4,campinas,75.0,moveis_decoracao
3069,credit_card,10,salvador,129.99,ferramentas_jardim
3070,credit_card,1,sao paulo,99.99,ferramentas_jardim
3071,credit_card,1,rio de janeiro,85.0,casa_construcao
3073,credit_card,1,belo horizonte,141.57,utilidades_domesticas
3074,boleto,1,rio de janeiro,69.9,esporte_lazer
3075,credit_card,6,belo horizonte,108.0,relogios_presentes
3076,boleto,1,sao paulo,44.9,brinquedos
3077,boleto,1,rio de janeiro,149.0,informatica_acessorios
3078,credit_card,1,sao paulo,79.99,moveis_escritorio
3080,credit_card,1,curitiba,239.9,cama_mesa_banho
3082,credit_card,1,sao paulo,29.9,utilidades_domesticas
3083,boleto,1,campinas,79.9,consoles_games
3084,boleto,1,rio de janeiro,39.9,esporte_lazer
3085,voucher,1,sao paulo,59.9,moveis_decoracao
3100,voucher,1,rio de janeiro,75.0,consoles_games
3106,boleto,1,rio de janeiro,258.99,beleza_saude
3107,credit_card,3,sao paulo,126.65,bebes
3108,credit_card,2,salvador,44.9,perfumaria
3109,credit_card,1,porto alegre,19.9,papelaria
3110,credit_card,2,curitiba,99.99,livros_interesse_geral
3111,credit_card,2,sao paulo,368.9,utilidades_domesticas
3112,credit_card,5,rio de janeiro,49.9,desconocida
3113,credit_card,4,salvador,170.3,esporte_lazer
3117,credit_card,3,rio de janeiro,65.0,bebidas
3119,credit_card,8,sao paulo,189.0,cama_mesa_banho
3120,credit_card,1,rio de janeiro,1914.58,cama_mesa_banho
3121,boleto,1,rio de janeiro,95.0,beleza_saude
3122,credit_card,3,rio de janeiro,129.9,moveis_decoracao
3123,credit_card,1,sao paulo,119.0,moveis_decoracao
3124,credit_card,10,porto alegre,549.0,bebes
3125,credit_card,3,brasilia,219.0,relogios_presentes
3126,credit_card,3,porto alegre,149.0,eletroportateis
3127,credit_card,5,brasilia,898.0,bebes
3128,credit_card,1,rio de janeiro,105.3,esporte_lazer
3129,credit_card,1,salvador,46.99,esporte_lazer
3130,credit_card,1,campinas,49.0,moveis_decoracao
3131,credit_card,10,curitiba,169.99,esporte_lazer
3132,boleto,1,porto alegre,58.9,moveis_cozinha_area_de_servico_jantar_e_jardim
3133,credit_card,3,rio de janeiro,80.0,informatica_acessorios
3135,credit_card,1,rio de janeiro,29.9,bebes
3136,credit_card,2,sao paulo,89.7,pet_shop
3137,credit_card,4,rio de janeiro,126.0,eletrodomesticos_2
3138,credit_card,1,sao paulo,27.0,utilidades_domesticas
3140,boleto,1,porto alegre,89.0,papelaria
3141,boleto,1,curitiba,38.4,moveis_decoracao
3144,credit_card,3,brasilia,122.99,beleza_saude
3145,credit_card,10,sao paulo,89.9,moveis_decoracao
3146,credit_card,2,belo horizonte,180.0,automotivo
3147,credit_card,1,sao paulo,55.0,casa_conforto
3148,credit_card,2,sao paulo,74.0,cama_mesa_banho
3149,credit_card,1,guarulhos,52.99,perfumaria
3150,boleto,1,sao paulo,113.0,esporte_lazer
3151,credit_card,3,salvador,59.0,beleza_saude
3152,credit_card,1,belo horizonte,152.0,fashion_underwear_e_moda_praia
3153,credit_card,2,sao paulo,105.0,brinquedos
3154,voucher,1,sao paulo,27.9,informatica_acessorios
3155,credit_card,2,sao paulo,53.9,automotivo
3156,credit_card,1,sao paulo,16.8,eletrodomesticos
3157,credit_card,1,sao paulo,29.99,telefonia
3158,credit_card,1,rio de janeiro,59.9,ferramentas_jardim
3159,boleto,1,belo horizonte,77.08,market_place
3160,credit_card,1,belo horizonte,22.32,informatica_acessorios
3161,credit_card,1,rio de janeiro,22.99,moveis_decoracao
3163,credit_card,3,sao paulo,114.38,automotivo
3164,credit_card,1,salvador,89.99,consoles_games
3166,credit_card,10,curitiba,89.9,casa_conforto
3167,boleto,1,sao paulo,19.9,beleza_saude
3168,credit_card,4,sao paulo,199.89,beleza_saude
3169,boleto,1,rio de janeiro,79.0,automotivo
3170,credit_card,1,sao paulo,78.0,utilidades_domesticas
3172,credit_card,6,rio de janeiro,142.5,utilidades_domesticas
3173,credit_card,1,sao paulo,34.99,moveis_decoracao
3174,boleto,1,sao paulo,43.0,beleza_saude
3175,credit_card,2,sao paulo,49.0,relogios_presentes
3177,credit_card,1,sao paulo,56.99,perfumaria
3179,boleto,1,belo horizonte,219.0,telefonia
3180,credit_card,1,sao paulo,24.5,eletronicos
3181,boleto,1,sao paulo,86.9,cama_mesa_banho
3182,credit_card,6,sao paulo,49.9,cama_mesa_banho
3184,credit_card,10,sao paulo,107.99,cama_mesa_banho
3185,boleto,1,sao paulo,149.0,esporte_lazer
3187,credit_card,8,sao paulo,234.83,beleza_saude
3188,voucher,1,brasilia,42.2,brinquedos
3190,boleto,1,campinas,56.0,cama_mesa_banho
3191,credit_card,1,guarulhos,12.9,beleza_saude
3192,credit_card,10,sao paulo,149.0,cama_mesa_banho
3193,credit_card,1,campinas,48.9,bebes
3194,credit_card,7,sao paulo,79.99,moveis_decoracao
3195,credit_card,1,sao paulo,108.6,eletrodomesticos
3197,credit_card,1,rio de janeiro,53.9,ferramentas_jardim
3198,credit_card,2,guarulhos,29.99,bebes
3199,boleto,1,belo horizonte,62.0,cama_mesa_banho
3200,credit_card,5,rio de janeiro,94.9,brinquedos
3201,credit_card,1,sao paulo,79.9,brinquedos
3202,boleto,1,rio de janeiro,12.49,ferramentas_jardim
3205,credit_card,3,belo horizonte,19.9,utilidades_domesticas
3206,boleto,1,sao paulo,59.9,esporte_lazer
3207,credit_card,1,brasilia,39.9,esporte_lazer
3208,credit_card,8,belo horizonte,1098.0,eletroportateis
3209,credit_card,4,campinas,34.9,utilidades_domesticas
3211,credit_card,1,sao paulo,80.0,cama_mesa_banho
3212,boleto,1,sao paulo,36.93,esporte_lazer
3213,credit_card,1,rio de janeiro,22.9,beleza_saude
3214,credit_card,4,campinas,44.99,telefonia
3215,boleto,1,sao paulo,19.5,moveis_decoracao
3216,credit_card,10,sao paulo,220.98,automotivo
3217,credit_card,2,sao paulo,9.9,perfumaria
3219,credit_card,1,sao paulo,15.9,bebes
3220,credit_card,10,belo horizonte,189.9,cama_mesa_banho
3221,credit_card,3,brasilia,65.99,cool_stuff
3222,credit_card,1,sao paulo,117.9,industria_comercio_e_negocios
3223,boleto,1,rio de janeiro,44.99,cama_mesa_banho
3224,credit_card,3,sao paulo,16.99,utilidades_domesticas
3225,credit_card,3,rio de janeiro,149.9,cama_mesa_banho
3226,credit_card,10,sao paulo,255.0,beleza_saude
3227,credit_card,2,sao paulo,14.9,utilidades_domesticas
3228,boleto,1,sao paulo,10.8,cama_mesa_banho
3232,credit_card,1,rio de janeiro,22.0,automotivo
3233,boleto,1,sao paulo,59.9,ferramentas_jardim
3234,voucher,1,rio de janeiro,559.99,automotivo
3236,credit_card,7,sao paulo,129.99,malas_acessorios
3237,credit_card,2,sao paulo,39.99,moveis_decoracao
3238,boleto,1,sao paulo,58.9,esporte_lazer
3239,credit_card,5,belo horizonte,169.9,cama_mesa_banho
3240,credit_card,3,sao paulo,19.9,cama_mesa_banho
3241,credit_card,3,sao paulo,795.0,portateis_casa_forno_e_cafe
3242,boleto,1,curitiba,59.9,papelaria
3243,credit_card,4,porto alegre,289.9,perfumaria
3244,boleto,1,sao paulo,31.9,informatica_acessorios
3245,boleto,1,campinas,50.9,pet_shop
3246,credit_card,10,sao paulo,258.9,relogios_presentes
3247,credit_card,2,sao paulo,13.65,eletronicos
3248,boleto,1,campinas,20.49,papelaria
3249,credit_card,2,belo horizonte,49.0,ferramentas_jardim
3251,credit_card,7,sao paulo,21.15,utilidades_domesticas
3263,boleto,1,rio de janeiro,339.99,beleza_saude
3264,credit_card,1,sao paulo,69.97,cama_mesa_banho
3265,boleto,1,sao paulo,69.99,fashion_bolsas_e_acessorios
3266,boleto,1,rio de janeiro,99.0,esporte_lazer
3267,credit_card,5,rio de janeiro,139.9,cool_stuff
3268,credit_card,3,porto alegre,59.0,ferramentas_jardim
3270,credit_card,2,sao paulo,105.0,utilidades_domesticas
3271,credit_card,1,sao paulo,19.0,beleza_saude
3272,credit_card,3,rio de janeiro,229.9,esporte_lazer
